id,Stad,Property type,Region,Subtype,Price,Type of sale,Construction year,Bedroom Count,Habitable surface,Kitchen type,Furnished,Fireplace,Terrace,Garden,Garden surface,Facades,SwimmingPool,Condition,EPC score
10622376,Seraing Boncelles,ISOLATED,WALLONIE,VILLA,890000,residential_sale,1970,4,315,INSTALLED,0,0,1,1,6541,4,1,GOOD,D
10626099,HULSTE,0,FLANDERS,VILLA,920000,residential_sale,1956,5,450,HYPER_EQUIPPED,0,1,0,0,1336,4,0,AS_NEW,A
10633229,Woluwe-Saint-Pierre,ISOLATED,BRUSSELS,VILLA,895000,residential_sale,1960,4,210,INSTALLED,0,0,1,1,751,4,0,TO_BE_DONE_UP,G
10399826,Etterbeek,URBAN,BRUSSELS,APARTMENT_BLOCK,925000,residential_sale,1906,4,270,USA_HYPER_EQUIPPED,0,0,1,0,130,2,0,GOOD,D
10573814,Nivelles,URBAN,WALLONIE,MIXED_USE_BUILDING,950000,residential_sale,1930,7,1137,0,0,0,1,0,674,2,0,GOOD,D
10527083,Uccle,0,BRUSSELS,HOUSE,1120000,residential_sale,1931,3,258,INSTALLED,0,1,1,1,235,2,0,AS_NEW,G
10180409,Plombières,COUNTRY,WALLONIE,CASTLE,1100000,residential_sale,1910,11,850,INSTALLED,0,0,1,0,15000,4,1,TO_RENOVATE,G
10280068,Kraainem,COUNTRY,FLANDERS,VILLA,1100000,residential_sale,1997,4,280,INSTALLED,0,0,1,1,1546,4,0,AS_NEW,D
10617273,Oudenburg,ISOLATED,FLANDERS,VILLA,1100000,residential_sale,1993,4,363,USA_HYPER_EQUIPPED,0,0,1,1,2218,4,1,AS_NEW,B
10609725,Diest,0,FLANDERS,HOUSE,999000,residential_sale,1970,4,275,INSTALLED,0,1,1,1,34610,4,1,AS_NEW,B
10606417,Waterloo,RESIDENTIAL,WALLONIE,VILLA,1425000,residential_sale,1961,5,330,INSTALLED,0,1,1,1,1985,4,0,GOOD,D
10606483,Waterloo,RESIDENTIAL,WALLONIE,MIXED_USE_BUILDING,1425000,residential_sale,1961,5,330,INSTALLED,0,1,1,1,1985,4,0,GOOD,D
10625162,Woluwe-Saint-Pierre,0,BRUSSELS,HOUSE,420000,residential_sale,0,4,225,0,0,0,1,0,116,2,0,TO_RENOVATE,G
10674769,Koekelberg,0,BRUSSELS,APARTMENT,249000,residential_sale,1967,2,105,INSTALLED,0,1,1,0,0,2,0,GOOD,C
10562371,Uccle,0,BRUSSELS,HOUSE,1190000,residential_sale,1957,5,369,0,0,0,1,0,528,3,0,GOOD,E
10674770,Gaurain-Ramecroix,0,WALLONIE,HOUSE,149000,residential_sale,0,3,0,0,0,1,0,0,980,3,0,0,F
10161786,Woluwe-Saint-Lambert,MALL,BRUSSELS,MIXED_USE_BUILDING,1450000,residential_sale,1900,4,283,HYPER_EQUIPPED,0,0,0,0,83,2,0,GOOD,G
10674766,Sambreville,0,WALLONIE,HOUSE,210000,residential_sale,0,4,194,NOT_INSTALLED,0,1,1,1,0,3,0,TO_BE_DONE_UP,F
10611000,Zaventem Sterrebeek,COUNTRY,FLANDERS,VILLA,1595000,residential_sale,1976,6,400,HYPER_EQUIPPED,0,0,1,1,2326,4,1,AS_NEW,B
10479350,Uccle,ISOLATED,BRUSSELS,HOUSE,1285000,residential_sale,1925,5,270,HYPER_EQUIPPED,0,0,1,0,308,2,0,GOOD,F
10674760,BEVEREN,0,FLANDERS,PENTHOUSE,315000,residential_sale,2022,2,95,INSTALLED,0,1,0,0,0,2,0,0,0
10674764,Vedrin,0,WALLONIE,HOUSE,499000,residential_sale,2006,3,254,0,0,1,0,0,1100,4,0,AS_NEW,C
10674757,Gent,0,FLANDERS,APARTMENT,385000,residential_sale,0,2,85,0,0,0,0,1,0,2,0,0,0
10674754,Hamme,0,FLANDERS,HOUSE,399000,residential_sale,0,4,216,INSTALLED,0,0,1,1,1102,4,0,GOOD,F
10674756,Kuurne,0,FLANDERS,APARTMENT,129000,residential_sale,1972,2,101,0,0,0,0,1,0,2,0,0,C
10674753,Wetteren,0,FLANDERS,APARTMENT,695000,residential_sale,0,3,419,0,1,1,0,0,0,0,0,0,B
10674750,Woluwe-Saint-Lambert,0,BRUSSELS,APARTMENT,495000,residential_sale,1965,2,155,0,0,0,1,0,0,3,0,0,E
10674749,Wellen,0,FLANDERS,HOUSE,299000,residential_sale,1994,2,203,0,0,0,1,1,648,4,0,GOOD,E
10674747,Verviers,0,WALLONIE,HOUSE,149000,residential_sale,0,3,135,0,0,1,1,0,0,0,0,GOOD,G
10674759,Heist-aan-Zee,0,FLANDERS,HOUSE,395000,residential_sale,0,5,172,INSTALLED,0,0,1,0,183,0,0,0,E
10578137,Schaerbeek,0,BRUSSELS,FLAT_STUDIO,160000,residential_sale,0,0,36,NOT_INSTALLED,1,1,0,0,0,0,0,0,C
10674741,Leuven,0,FLANDERS,HOUSE,410000,residential_sale,0,3,100,INSTALLED,0,0,0,1,184,2,0,0,C
10674744,Veurne,URBAN,FLANDERS,HOUSE,489000,residential_sale,1918,3,206,INSTALLED,0,0,0,1,213,2,0,AS_NEW,C
10674746,Heist-aan-Zee,0,FLANDERS,HOUSE,349000,residential_sale,0,2,0,INSTALLED,0,0,0,0,105,2,0,0,C
10674739,Kortrijk,0,FLANDERS,APARTMENT,450000,residential_sale,0,0,153,0,0,0,0,0,0,2,0,0,D
10570992,Schaerbeek,0,BRUSSELS,APARTMENT,275000,residential_sale,0,2,74,NOT_INSTALLED,1,1,0,0,0,0,0,0,D
10674762,Schoten,0,FLANDERS,APARTMENT,225000,residential_sale,1970,3,103,NOT_INSTALLED,0,1,1,0,0,2,0,TO_RENOVATE,B
10654798,Heist-aan-Zee,0,FLANDERS,HOUSE,1350000,residential_sale,2022,6,360,0,0,0,0,1,496,0,0,GOOD,0
10674737,Gent,0,FLANDERS,HOUSE,249000,residential_sale,0,3,115,0,0,0,1,0,62,2,0,GOOD,D
10674745,Gistel,URBAN,FLANDERS,APARTMENT,207000,residential_sale,1970,2,89,INSTALLED,0,0,0,0,0,3,0,GOOD,D
10674733,Knokke,0,FLANDERS,FLAT_STUDIO,455000,residential_sale,1973,0,40,0,0,0,0,0,0,2,0,0,B
10674736,Wondelgem,0,FLANDERS,HOUSE,249000,residential_sale,0,3,115,0,0,0,1,0,62,2,0,GOOD,D
10674734,Waterloo,0,WALLONIE,HOUSE,715000,residential_sale,1980,6,220,INSTALLED,0,0,0,1,908,0,0,0,E
10674731,Brugge,URBAN,FLANDERS,APARTMENT,345000,residential_sale,2013,2,0,INSTALLED,0,0,0,1,0,2,0,GOOD,B
10674732,Westerlo,0,FLANDERS,DUPLEX,359000,residential_sale,2010,3,147,0,0,0,0,0,0,2,0,0,0
10597054,Wezembeek-Oppem,COUNTRY,FLANDERS,VILLA,1595000,residential_sale,1976,6,400,HYPER_EQUIPPED,0,0,1,1,2326,4,1,AS_NEW,B
10610987,Tervuren,COUNTRY,FLANDERS,VILLA,1595000,residential_sale,1976,6,400,HYPER_EQUIPPED,0,0,1,1,2326,4,1,AS_NEW,B
10610988,Kraainem,COUNTRY,FLANDERS,VILLA,1595000,residential_sale,1976,6,400,HYPER_EQUIPPED,0,0,1,1,2326,4,1,AS_NEW,B
10674730,Houthulst,0,FLANDERS,VILLA,695000,residential_sale,1951,0,494,0,0,0,0,1,2011,4,0,0,D
10591791,Pepingen,COUNTRY,FLANDERS,VILLA,1695000,residential_sale,2000,5,720,INSTALLED,0,1,1,0,3366,4,0,GOOD,C
10624524,BIERGHES,COUNTRY,WALLONIE,VILLA,1695000,residential_sale,2000,5,720,INSTALLED,0,1,1,0,3366,4,0,GOOD,C
10591794,Pepingen,COUNTRY,FLANDERS,HOUSE,1695000,residential_sale,2000,5,720,INSTALLED,0,1,1,0,3366,4,0,GOOD,C
10591790,Enghien,COUNTRY,WALLONIE,VILLA,1695000,residential_sale,2000,5,720,INSTALLED,0,1,1,0,3366,4,0,GOOD,C
10591793,Enghien,COUNTRY,WALLONIE,HOUSE,1695000,residential_sale,2000,5,720,INSTALLED,0,1,1,0,3366,4,0,GOOD,C
10600108,Dilbeek,COUNTRY,FLANDERS,VILLA,1700000,residential_sale,1969,4,350,USA_HYPER_EQUIPPED,0,0,1,1,1000,4,0,AS_NEW,C
10420054,Jette,URBAN,BRUSSELS,APARTMENT_BLOCK,2250000,residential_sale,1995,21,782,0,0,0,1,1,455,3,0,GOOD,E
10641055,Spa,COUNTRY,WALLONIE,EXCEPTIONAL_PROPERTY,2088800,residential_sale,1902,6,610,HYPER_EQUIPPED,0,0,1,0,2400,4,1,AS_NEW,E
10301612,Kraainem,URBAN,FLANDERS,HOUSE,2750000,residential_sale,1954,6,650,INSTALLED,0,0,1,0,5127,4,1,TO_BE_DONE_UP,F
10674916,Amay,0,WALLONIE,APARTMENT,159000,residential_sale,1990,2,103,INSTALLED,0,1,1,0,0,3,0,GOOD,C
10591021,Knokke-Heist,ISOLATED,FLANDERS,HOUSE,3995000,residential_sale,1928,5,260,USA_HYPER_EQUIPPED,0,0,1,0,925,3,0,GOOD,E
10250748,Uccle,ISOLATED,BRUSSELS,VILLA,2950000,residential_sale,2008,5,515,HYPER_EQUIPPED,0,0,1,1,6057,4,0,GOOD,E
10660289,Gent,URBAN,FLANDERS,APARTMENT,280000,residential_sale,2025,2,73,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10660287,Gent,URBAN,FLANDERS,APARTMENT,320000,residential_sale,2025,2,90,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10660226,Oudenaarde,COUNTRY,FLANDERS,APARTMENT,324000,residential_sale,2024,2,90,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10660224,Oudenaarde,COUNTRY,FLANDERS,PENTHOUSE,374000,residential_sale,2024,3,121,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10660225,Oudenaarde,COUNTRY,FLANDERS,APARTMENT,329000,residential_sale,2024,2,93,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10660286,Gent,URBAN,FLANDERS,APARTMENT,400000,residential_sale,2025,3,111,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10653858,Trooz,URBAN,WALLONIE,HOUSE,79000,residential_sale,1925,3,125,NOT_INSTALLED,0,0,0,0,64,2,0,TO_RENOVATE,F
10673233,Ixelles,RESIDENTIAL,BRUSSELS,DUPLEX,590000,residential_sale,1920,1,115,0,0,0,1,1,0,2,0,GOOD,C
10660231,Gent,URBAN,FLANDERS,PENTHOUSE,1325000,residential_sale,2022,3,180,HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10655093,FLÉMALLE-HAUTE,0,WALLONIE,HOUSE,269000,residential_sale,1959,3,130,SEMI_EQUIPPED,0,1,1,1,335,3,0,GOOD,E
10653993,Schoten,ISOLATED,FLANDERS,VILLA,735000,residential_sale,1960,3,260,INSTALLED,0,0,1,1,1492,4,0,GOOD,E
10655492,Hoogstraten,FITTED_OUT,FLANDERS,VILLA,495000,residential_sale,1975,3,179,0,0,0,0,1,775,4,0,GOOD,D
10653909,Woluwe-Saint-Pierre,ISOLATED,BRUSSELS,HOUSE,1040000,residential_sale,1962,5,250,HYPER_EQUIPPED,0,0,1,0,325,3,0,AS_NEW,F
10660284,Gent,URBAN,FLANDERS,APARTMENT,320000,residential_sale,2025,2,83,USA_HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,0
10674727,Herk-de-Stad,0,FLANDERS,HOUSE,349000,residential_sale,1936,0,217,0,0,0,0,1,528,4,0,GOOD,0
10611892,Antwerpen,URBAN,FLANDERS,APARTMENT,649000,residential_sale,2021,2,114,0,0,0,1,0,0,0,0,AS_NEW,0
10674723,Brugge,0,FLANDERS,VILLA,479000,residential_sale,1958,3,190,0,0,0,0,1,455,4,0,GOOD,C
10674728,Gent,0,FLANDERS,APARTMENT,475000,residential_sale,1958,2,111,0,0,0,1,1,0,2,0,GOOD,C
10674720,Oostende,0,FLANDERS,APARTMENT,249000,residential_sale,1976,2,78,INSTALLED,0,0,0,0,0,2,0,AS_NEW,A
10674717,WIHÉRIES,0,WALLONIE,HOUSE,140000,residential_sale,0,2,0,0,0,1,1,0,346,2,0,TO_BE_DONE_UP,0
10466958,Nivelles,0,WALLONIE,HOUSE,550000,residential_sale,1975,5,210,HYPER_EQUIPPED,0,1,1,1,767,4,0,AS_NEW,E
10674716,NOISEUX,0,WALLONIE,APARTMENT_BLOCK,125000,residential_sale,0,3,160,SEMI_EQUIPPED,0,1,0,0,716,3,0,TO_RENOVATE,E
10674715,NOISEUX,0,WALLONIE,HOUSE,125000,residential_sale,0,3,160,SEMI_EQUIPPED,0,1,0,0,716,3,0,TO_RENOVATE,E
10631463,Tubize,0,WALLONIE,HOUSE,209000,residential_sale,0,2,105,SEMI_EQUIPPED,0,1,1,1,125,4,0,TO_RENOVATE,E
10674712,Vaux-sur-Sûre,0,WALLONIE,APARTMENT_BLOCK,430000,residential_sale,0,11,0,0,0,1,0,0,1800,4,0,TO_BE_DONE_UP,D
10674714,RIJMENAM,0,FLANDERS,HOUSE,265000,residential_sale,0,1,121,INSTALLED,0,1,0,0,370,3,0,JUST_RENOVATED,E
10674707,Auderghem,0,BRUSSELS,APARTMENT,265000,residential_sale,0,2,68,HYPER_EQUIPPED,0,1,1,0,0,0,0,0,G
10674699,Vosselaar,0,FLANDERS,VILLA,1085000,residential_sale,1974,6,530,INSTALLED,0,1,0,0,4152,4,0,TO_BE_DONE_UP,F
10674693,Gent,RESIDENTIAL,FLANDERS,HOUSE,285000,residential_sale,1899,3,110,SEMI_EQUIPPED,0,1,0,1,54,2,0,TO_RESTORE,C
10674694,Merksem,0,FLANDERS,APARTMENT,170000,residential_sale,1972,1,82,SEMI_EQUIPPED,0,1,1,0,0,3,0,AS_NEW,B
10674700,HALLE,LANDSCAPE,FLANDERS,HOUSE,385000,residential_sale,0,2,112,USA_HYPER_EQUIPPED,0,0,1,0,175,2,0,AS_NEW,B
10674696,Ixelles,0,BRUSSELS,APARTMENT,1250000,residential_sale,2012,4,220,0,0,1,1,0,0,4,0,0,C
10674698,BONLEZ,0,WALLONIE,HOUSE,695000,residential_sale,2023,3,247,INSTALLED,0,1,0,1,1120,0,0,0,A
10674704,Tubize,URBAN,WALLONIE,APARTMENT,230000,residential_sale,2011,2,92,INSTALLED,0,0,0,0,0,0,0,GOOD,0
10674691,Deurne,0,FLANDERS,APARTMENT,199000,residential_sale,0,2,86,SEMI_EQUIPPED,0,1,1,0,0,2,0,AS_NEW,C
10674690,Merksem,0,FLANDERS,HOUSE,319000,residential_sale,1920,3,134,SEMI_EQUIPPED,0,1,1,1,165,2,0,GOOD,C
10674686,Liedekerke,0,FLANDERS,APARTMENT,348000,residential_sale,0,2,103,INSTALLED,0,1,1,0,0,0,0,0,0
10679989,Houthalen-Helchteren,0,FLANDERS,APARTMENT,110000,residential_sale,0,2,80,INSTALLED,1,0,1,0,0,0,1,GOOD,C
10674675,Alsemberg,0,FLANDERS,HOUSE,720000,residential_sale,2007,5,374,0,0,1,0,0,824,4,0,0,B
10674685,Liedekerke,0,FLANDERS,TOWN_HOUSE,460000,residential_sale,2019,3,176,INSTALLED,0,1,1,1,0,3,0,0,0
10680128,Liège,0,WALLONIE,APARTMENT,155000,residential_sale,1966,1,0,INSTALLED,0,1,0,0,0,2,0,0,D
10545623,LA LOUVIÈRE,0,WALLONIE,PENTHOUSE,270000,residential_sale,0,3,0,INSTALLED,0,1,1,0,0,0,0,GOOD,C
10674684,SINT-TRUIDEN,0,FLANDERS,HOUSE,279000,residential_sale,1947,2,110,INSTALLED,0,1,0,0,50,2,0,JUST_RENOVATED,B
10674703,Floriffoux,0,WALLONIE,HOUSE,790000,residential_sale,1996,4,270,HYPER_EQUIPPED,0,1,1,1,2800,4,0,AS_NEW,B
10674673,Maaseik,0,FLANDERS,HOUSE,374000,residential_sale,2023,3,148,0,0,1,0,1,387,4,0,0,0
10680684,Balen,0,FLANDERS,DUPLEX,239000,residential_sale,0,3,110,INSTALLED,0,0,0,0,0,0,0,GOOD,B
10674672,Oreye,0,WALLONIE,HOUSE,299000,residential_sale,0,3,150,SEMI_EQUIPPED,0,1,1,1,1000,2,0,TO_RENOVATE,G
10674689,FALISOLLE,0,WALLONIE,HOUSE,349000,residential_sale,1972,4,175,SEMI_EQUIPPED,0,1,0,0,1632,0,0,TO_RENOVATE,D
10680514,Wetteren,0,FLANDERS,DUPLEX,519000,residential_sale,0,2,151,HYPER_EQUIPPED,0,1,1,1,0,2,0,0,A
10639128,Waregem,0,FLANDERS,APARTMENT,565000,residential_sale,2017,2,132,INSTALLED,0,1,1,0,0,2,0,0,A
10680735,Mol,0,FLANDERS,DUPLEX,309000,residential_sale,0,3,210,INSTALLED,0,0,1,0,0,0,0,GOOD,B
10679828,Ronse,0,FLANDERS,APARTMENT,260000,residential_sale,2014,2,95,HYPER_EQUIPPED,0,1,1,0,0,4,0,0,C
10662474,Saint-Nicolas,URBAN,WALLONIE,HOUSE,250000,residential_sale,0,5,176,SEMI_EQUIPPED,0,1,0,0,140,2,0,TO_RENOVATE,G
10662803,Ronse,0,FLANDERS,BUNGALOW,345000,residential_sale,1973,3,162,INSTALLED,0,1,1,1,755,4,0,GOOD,F
10662938,Kapelle-op-den-Bos,0,FLANDERS,MANSION,398000,residential_sale,1923,3,215,SEMI_EQUIPPED,0,1,1,1,194,2,0,GOOD,C
10087089,Thuin,0,WALLONIE,HOUSE,299000,residential_sale,2022,3,114,INSTALLED,0,1,1,1,317,4,0,0,B
10662975,Putte,0,FLANDERS,HOUSE,375000,residential_sale,1964,3,172,INSTALLED,0,1,0,0,705,4,0,GOOD,F
10524211,Affligem,URBAN,FLANDERS,HOUSE,377500,residential_sale,2022,3,222,USA_HYPER_EQUIPPED,0,0,1,0,245,3,0,AS_NEW,A
10680456,Etterbeek,0,BRUSSELS,APARTMENT,369000,residential_sale,1912,1,75,INSTALLED,0,1,0,0,0,2,0,AS_NEW,E
10662976,Bonheiden,0,FLANDERS,HOUSE,259000,residential_sale,1935,4,116,SEMI_EQUIPPED,0,1,1,1,210,3,0,TO_BE_DONE_UP,E
10516268,Woluwe-Saint-Lambert,RESIDENTIAL,BRUSSELS,HOUSE,825000,residential_sale,2023,3,225,0,0,0,1,1,105,2,0,AS_NEW,B
10603687,Uccle,ISOLATED,BRUSSELS,HOUSE,799500,residential_sale,2025,4,254,USA_HYPER_EQUIPPED,0,0,1,0,186,2,0,AS_NEW,B
10661691,Gent,RESIDENTIAL,FLANDERS,EXCEPTIONAL_PROPERTY,548000,residential_sale,0,3,128,INSTALLED,0,1,1,0,127,2,0,GOOD,E
10672777,Gent,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10661967,SINT-KATELIJNE-WAVER,0,FLANDERS,HOUSE,598000,residential_sale,1973,3,225,INSTALLED,0,1,1,1,1485,4,0,GOOD,C
10662708,Kluisbergen,0,FLANDERS,VILLA,239000,residential_sale,1967,4,130,SEMI_EQUIPPED,0,1,1,1,842,4,0,TO_RENOVATE,F
10582308,Woluwe-Saint-Lambert,ISOLATED,BRUSSELS,HOUSE,1195000,residential_sale,2024,4,336,USA_HYPER_EQUIPPED,0,0,1,1,354,3,0,AS_NEW,B
10631459,Anzegem,LANDSCAPE,FLANDERS,HOUSE,485000,residential_sale,2021,3,194,USA_HYPER_EQUIPPED,0,1,1,1,613,3,0,0,A
10664111,Forest,URBAN,BRUSSELS,APARTMENT,159000,residential_sale,1940,1,55,SEMI_EQUIPPED,0,0,1,0,0,3,0,TO_RENOVATE,G
10664443,Lokeren,0,FLANDERS,APARTMENT,159000,residential_sale,1991,1,57,SEMI_EQUIPPED,0,1,1,0,0,2,0,0,D
10674670,Dendermonde,0,FLANDERS,APARTMENT,339000,residential_sale,2021,2,92,INSTALLED,0,1,1,0,0,2,0,GOOD,A
10664442,Zele,0,FLANDERS,APARTMENT,159000,residential_sale,1991,1,57,SEMI_EQUIPPED,0,1,1,0,0,2,0,0,D
10611367,Leopoldsburg,0,FLANDERS,HOUSE,370000,residential_sale,2019,2,129,SEMI_EQUIPPED,0,1,0,1,371,3,0,0,0
10642214,Lommel,0,FLANDERS,HOUSE,250000,residential_sale,1950,3,174,INSTALLED,0,1,1,1,980,4,0,TO_BE_DONE_UP,D
10665700,Uccle,0,BRUSSELS,APARTMENT,275000,residential_sale,2010,2,79,SEMI_EQUIPPED,0,1,1,0,0,2,0,GOOD,E
10662911,Waterloo,RESIDENTIAL,WALLONIE,HOUSE,425000,residential_sale,1947,3,145,SEMI_EQUIPPED,0,1,0,1,604,3,0,TO_RENOVATE,G
10674664,HECHTEL,0,FLANDERS,HOUSE,360000,residential_sale,1947,3,180,NOT_INSTALLED,0,1,1,1,602,4,0,JUST_RENOVATED,B
10674661,Antwerp,0,FLANDERS,HOUSE,299000,residential_sale,1930,3,106,SEMI_EQUIPPED,0,1,1,0,36,2,0,JUST_RENOVATED,B
10674663,TAMINES,0,WALLONIE,HOUSE,245000,residential_sale,0,3,110,SEMI_EQUIPPED,0,1,1,1,457,2,0,GOOD,C
10674660,Hannut,0,WALLONIE,APARTMENT,249000,residential_sale,0,2,0,0,0,1,1,0,0,0,0,0,B
10548122,Mouscron,0,WALLONIE,HOUSE,149000,residential_sale,0,2,130,SEMI_EQUIPPED,0,1,0,0,150,2,0,GOOD,F
10664109,Forest,URBAN,BRUSSELS,APARTMENT,199000,residential_sale,1940,2,79,SEMI_EQUIPPED,0,0,1,0,0,3,0,TO_RENOVATE,G
10674655,Vilvoorde,0,FLANDERS,HOUSE,360000,residential_sale,0,2,101,INSTALLED,0,0,0,1,0,4,0,0,A
10663272,Nieuwpoort,0,FLANDERS,FLAT_STUDIO,245000,residential_sale,1988,1,31,INSTALLED,1,0,0,0,0,2,0,AS_NEW,C
10674658,Durbuy,0,WALLONIE,CHALET,72500,residential_sale,1970,2,74,0,1,1,0,0,0,4,0,0,0
10674649,Ronse,0,FLANDERS,HOUSE,299500,residential_sale,0,3,190,INSTALLED,0,1,1,0,260,3,0,GOOD,0
10674652,Wevelgem,0,FLANDERS,HOUSE,240000,residential_sale,0,4,0,SEMI_EQUIPPED,0,0,0,1,618,0,0,GOOD,F
10674644,AISEMONT,0,WALLONIE,APARTMENT,99000,residential_sale,0,1,38,0,0,1,1,0,0,0,0,0,C
10674643,AISEMONT,0,WALLONIE,APARTMENT,130000,residential_sale,0,1,102,0,0,1,1,0,0,0,0,0,C
10674638,Gent,URBAN,FLANDERS,APARTMENT_BLOCK,765000,residential_sale,1930,3,210,INSTALLED,0,1,1,1,151,2,0,GOOD,C
10674642,AISEMONT,0,WALLONIE,APARTMENT,125000,residential_sale,0,1,70,0,0,1,1,0,0,4,0,0,C
10621561,Wetteren,URBAN,FLANDERS,HOUSE,439000,residential_sale,1900,3,136,INSTALLED,0,1,0,1,100,2,0,AS_NEW,B
10674640,AISEMONT,0,WALLONIE,APARTMENT,135000,residential_sale,0,1,61,0,0,1,1,0,0,4,0,0,C
10674639,AISEMONT,0,WALLONIE,APARTMENT,190000,residential_sale,0,1,118,0,0,1,0,0,0,0,0,0,D
10674628,MOLENBEEK-SAINT-JEAN,0,BRUSSELS,HOUSE,330000,residential_sale,1918,4,220,0,0,1,0,0,0,0,0,TO_RENOVATE,G
10674634,Berchem,0,FLANDERS,HOUSE,370000,residential_sale,0,4,152,INSTALLED,0,1,0,0,90,2,0,GOOD,D
10674633,Berchem,0,FLANDERS,HOUSE,429000,residential_sale,1949,6,225,INSTALLED,0,1,1,0,99,2,0,GOOD,D
10674617,Amay,0,WALLONIE,APARTMENT,159500,residential_sale,2022,1,68,INSTALLED,0,1,1,0,0,0,0,0,B
10674615,Marchin,0,WALLONIE,HOUSE,185000,residential_sale,1850,4,238,HYPER_EQUIPPED,0,1,1,0,658,2,0,GOOD,E
10674629,Antwerp,0,FLANDERS,HOUSE,1000000,residential_sale,0,3,296,SEMI_EQUIPPED,0,1,1,0,83,2,0,GOOD,E
10674626,BRUXELLES,0,BRUSSELS,APARTMENT,385000,residential_sale,2007,2,90,0,0,1,1,0,0,2,0,AS_NEW,C
10674614,Marchin,0,WALLONIE,HOUSE,285000,residential_sale,1850,4,238,HYPER_EQUIPPED,0,1,1,0,4148,2,0,GOOD,E
10674616,Monceau-sur-Sambre,0,WALLONIE,HOUSE,140000,residential_sale,1930,4,179,SEMI_EQUIPPED,0,1,0,0,201,3,0,TO_RENOVATE,G
10674605,Antwerp,0,FLANDERS,HOUSE,698000,residential_sale,0,6,300,INSTALLED,0,1,0,1,0,2,0,0,E
10674611,Gerpinnes,0,WALLONIE,HOUSE,255000,residential_sale,0,3,281,0,0,1,1,0,1242,4,0,0,G
10665658,Nivelles,ISOLATED,WALLONIE,PENTHOUSE,298000,residential_sale,2001,2,100,INSTALLED,0,0,1,0,0,3,0,GOOD,D
10663682,Antwerp,URBAN,FLANDERS,APARTMENT,595000,residential_sale,0,2,145,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,B
10619619,Liège,0,WALLONIE,FLAT_STUDIO,79000,residential_sale,1968,1,35,0,0,0,0,0,0,2,0,TO_BE_DONE_UP,C
10665330,Uccle,URBAN,BRUSSELS,APARTMENT,698000,residential_sale,0,4,233,SEMI_EQUIPPED,0,0,1,0,0,2,0,GOOD,D
10665584,Loppem,0,FLANDERS,PENTHOUSE,875000,residential_sale,2012,3,194,0,0,0,1,1,0,2,0,AS_NEW,A
10628888,Antwerp,RESIDENTIAL,FLANDERS,FLAT_STUDIO,135000,residential_sale,2014,1,30,INSTALLED,0,1,1,0,0,2,0,GOOD,B
10631429,Antwerp,URBAN,FLANDERS,FLAT_STUDIO,142500,residential_sale,2014,1,30,INSTALLED,0,1,1,0,0,2,0,JUST_RENOVATED,B
10526679,Bruxelles,URBAN,BRUSSELS,APARTMENT,150000,residential_sale,1930,2,72,SEMI_EQUIPPED,0,0,0,0,0,2,0,TO_RENOVATE,E
10615679,Schaerbeek,0,BRUSSELS,APARTMENT,145000,residential_sale,1964,1,52,0,0,0,0,0,0,4,0,TO_BE_DONE_UP,D
10621123,Overijse,URBAN,FLANDERS,APARTMENT,145000,residential_sale,2010,1,34,0,0,0,1,0,0,2,0,GOOD,C
10358937,Middelkerke,0,FLANDERS,FLAT_STUDIO,155000,residential_sale,1967,0,39,SEMI_EQUIPPED,1,1,0,0,0,2,0,GOOD,B
10427707,Bruxelles,URBAN,BRUSSELS,APARTMENT,167500,residential_sale,1930,2,72,SEMI_EQUIPPED,0,0,0,0,0,2,0,TO_BE_DONE_UP,E
10665336,Uccle,0,BRUSSELS,APARTMENT,399000,residential_sale,0,3,116,HYPER_EQUIPPED,0,0,1,0,0,3,0,AS_NEW,E
10616412,Manage,URBAN,WALLONIE,APARTMENT,168000,residential_sale,2013,2,83,INSTALLED,0,0,1,0,0,2,0,TO_BE_DONE_UP,E
10613523,Woluwe-Saint-Lambert,ISOLATED,BRUSSELS,FLAT_STUDIO,135000,residential_sale,1998,0,30,INSTALLED,0,0,0,0,0,3,0,GOOD,G
10616411,Anderlues,URBAN,WALLONIE,APARTMENT,168000,residential_sale,2013,2,83,INSTALLED,0,0,1,0,0,2,0,TO_BE_DONE_UP,E
10665331,Uccle,0,BRUSSELS,APARTMENT,448000,residential_sale,0,3,116,HYPER_EQUIPPED,0,0,1,0,0,3,0,AS_NEW,E
10437960,Anderlecht,URBAN,BRUSSELS,APARTMENT,199000,residential_sale,2010,1,60,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,C
