id,Stad,Property type,Region,Subtype,Price,Type of sale,Construction year,Bedroom Count,Habitable surface,Kitchen type,Furnished,Fireplace,Terrace,Garden,Garden surface,Facades,SwimmingPool,Condition,EPC score
10681259,Evere,URBAN,BRUSSELS,APARTMENT,375000,residential_sale,2022,2,101,USA_HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,A
10681361,Evere,0,BRUSSELS,PENTHOUSE,370000,residential_sale,2013,2,100,USA_HYPER_EQUIPPED,1,0,1,0,0,2,0,AS_NEW,B
10676489,Bruxelles,URBAN,BRUSSELS,APARTMENT,279000,residential_sale,2025,1,74,USA_INSTALLED,0,0,1,0,0,4,0,AS_NEW,A
10681697,Liege,RESIDENTIAL,WALLONIE,HOUSE,149000,residential_sale,1899,4,137,INSTALLED,1,0,1,0,110,2,0,GOOD,F
10681258,Uccle,ISOLATED,BRUSSELS,APARTMENT,380000,residential_sale,1965,3,108,INSTALLED,0,0,1,0,0,3,0,TO_BE_DONE_UP,C
10681466,Gent Gentbrugge,0,FLANDERS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10676493,Bruxelles,ISOLATED,BRUSSELS,APARTMENT,308000,residential_sale,2025,2,82,USA_INSTALLED,0,0,1,0,0,3,0,AS_NEW,A
10676509,Bruxelles,COUNTRY,BRUSSELS,APARTMENT,325000,residential_sale,2025,2,92,HYPER_EQUIPPED,0,0,0,0,0,4,0,AS_NEW,A
10675312,Auderghem,URBAN,BRUSSELS,FLAT_STUDIO,255500,residential_sale,2022,0,46,USA_HYPER_EQUIPPED,0,0,1,0,0,0,0,AS_NEW,A
10681832,Embourg,0,WALLONIE,PENTHOUSE,399000,residential_sale,2010,3,145,INSTALLED,0,1,1,0,0,3,0,GOOD,B
10676494,Bruxelles,ISOLATED,BRUSSELS,PENTHOUSE,326000,residential_sale,2025,2,81,USA_INSTALLED,0,0,1,0,0,3,0,AS_NEW,A
10681459,Nazareth,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10676497,Bruxelles,ISOLATED,BRUSSELS,APARTMENT,340000,residential_sale,2025,1,80,HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,A
10676491,Bruxelles,ISOLATED,BRUSSELS,APARTMENT,372000,residential_sale,2025,2,96,USA_INSTALLED,0,0,1,0,0,4,0,AS_NEW,A
10676492,Bruxelles,ISOLATED,BRUSSELS,APARTMENT,360000,residential_sale,2025,2,99,USA_INSTALLED,0,0,1,0,0,4,0,AS_NEW,A
10678924,Wichelen Serskamp,URBAN,FLANDERS,APARTMENT,195000,residential_sale,2004,2,91,USA_HYPER_EQUIPPED,0,0,1,0,0,3,0,AS_NEW,B
10681410,Woluwe-Saint-Lambert,URBAN,BRUSSELS,APARTMENT,595000,residential_sale,2008,3,120,USA_HYPER_EQUIPPED,0,0,1,0,0,0,0,AS_NEW,C
10679325,Vise,ISOLATED,WALLONIE,HOUSE,229000,residential_sale,1850,3,145,INSTALLED,0,0,1,0,184,3,0,GOOD,C
10676495,Bruxelles,ISOLATED,BRUSSELS,APARTMENT,361000,residential_sale,2025,2,92,HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,A
10678734,Awans,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10679324,Seraing,RESIDENTIAL,WALLONIE,HOUSE,159000,residential_sale,1920,3,87,INSTALLED,0,0,1,1,145,2,0,JUST_RENOVATED,F
10681830,Embourg,0,WALLONIE,APARTMENT,399000,residential_sale,2010,3,145,INSTALLED,0,1,1,0,0,3,0,GOOD,B
10676490,Bruxelles,URBAN,BRUSSELS,APARTMENT,330000,residential_sale,2025,2,91,USA_INSTALLED,0,0,1,0,0,4,0,AS_NEW,A
10680875,Lier,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10681967,Molenbeek-Saint-Jean,0,BRUSSELS,APARTMENT,275000,residential_sale,0,2,100,INSTALLED,0,0,1,0,0,3,0,0,G
10678728,HARZÉ,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10679009,Geraardsbergen Moerbeke,0,FLANDERS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10680063,ROTHEUX-RIMIÈRE,0,WALLONIE,BUNGALOW,319000,residential_sale,1979,2,104,INSTALLED,0,1,1,1,543,3,0,JUST_RENOVATED,C
10680773,Gent,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10681961,Diksmuide,0,FLANDERS,HOUSE,329000,residential_sale,0,3,134,INSTALLED,0,0,1,1,995,0,0,GOOD,F
10681963,Hechtel-Eksel,RESIDENTIAL,FLANDERS,HOUSE,341608,residential_sale,0,3,144,0,0,0,0,0,750,4,0,0,0
10681964,Libramont-Chevigny,RESIDENTIAL,WALLONIE,APARTMENT,235000,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,4,0,AS_NEW,0
10681960,Brugge,0,FLANDERS,HOUSE,460000,residential_sale,0,2,256,INSTALLED,0,0,1,0,155,0,0,GOOD,D
10681957,Puurs-Sint-Amands,0,FLANDERS,HOUSE,495000,residential_sale,1960,4,350,0,0,0,1,1,470,3,0,AS_NEW,C
10681951,Verviers Ensival,ISOLATED,WALLONIE,HOUSE,199000,residential_sale,0,2,104,INSTALLED,0,0,1,0,95,2,0,GOOD,D
10681956,Ixelles,URBAN,BRUSSELS,APARTMENT,465000,residential_sale,2003,2,95,HYPER_EQUIPPED,0,0,1,0,0,2,0,TO_BE_DONE_UP,C
10681949,Ciney,0,WALLONIE,APARTMENT,225000,residential_sale,0,2,103,0,0,0,1,0,0,0,0,GOOD,B
10678683,Diegem,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10600629,Jette,0,BRUSSELS,HOUSE,250000,residential_sale,0,3,110,INSTALLED,0,0,0,1,150,2,0,0,G
10681931,Libramont-Chevigny,RESIDENTIAL,WALLONIE,APARTMENT,255000,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,4,0,AS_NEW,0
10681933,Gesves,0,WALLONIE,HOUSE,395000,residential_sale,0,5,174,0,0,0,0,1,600,4,0,GOOD,A+
10681954,Peer,RESIDENTIAL,FLANDERS,HOUSE,385700,residential_sale,0,3,170,0,0,0,0,0,798,4,0,0,0
10681934,Gesves,0,WALLONIE,HOUSE,375000,residential_sale,0,4,130,0,0,0,0,1,600,4,0,GOOD,A+
10681946,Libramont-Chevigny,RESIDENTIAL,WALLONIE,APARTMENT,247500,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,4,0,AS_NEW,0
10681936,Hasselt,RESIDENTIAL,FLANDERS,HOUSE,420275,residential_sale,0,3,154,0,0,0,0,0,564,3,0,0,0
10681932,Oostende,0,FLANDERS,HOUSE,160000,residential_sale,0,1,0,INSTALLED,0,0,0,0,181,0,0,GOOD,F
10681930,Havelange,0,WALLONIE,HOUSE,380000,residential_sale,0,5,360,0,0,1,1,1,2486,4,0,TO_RENOVATE,F
10681929,Chapois,0,WALLONIE,HOUSE,395000,residential_sale,0,4,180,0,0,1,1,1,9906,4,0,GOOD,C
10681945,Ciney,0,WALLONIE,HOUSE,320000,residential_sale,0,4,270,0,0,0,1,1,415,0,0,TO_RESTORE,E
10681928,Barvaux-Condroz,0,WALLONIE,HOUSE,295000,residential_sale,0,4,195,0,0,1,1,0,448,4,0,GOOD,F
10681927,Ciney,0,WALLONIE,APARTMENT,125000,residential_sale,0,3,80,0,0,0,0,1,0,0,0,GOOD,E
10681906,Laeken,RESIDENTIAL,BRUSSELS,APARTMENT,235000,residential_sale,1958,2,90,INSTALLED,0,0,1,0,0,2,0,0,F
10681935,Gesves,0,WALLONIE,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A+
10681917,Péruwelz,0,WALLONIE,LOFT,145000,residential_sale,0,0,655,0,0,0,0,0,0,3,0,0,0
10681902,Gistel,RESIDENTIAL,FLANDERS,DUPLEX,239500,residential_sale,0,4,0,0,0,0,0,0,0,2,0,JUST_RENOVATED,B
10681898,Libramont-Chevigny,RESIDENTIAL,WALLONIE,APARTMENT,237500,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,0,0,AS_NEW,0
10681900,Ransart,0,WALLONIE,HOUSE,165000,residential_sale,0,1,0,0,0,0,0,0,0,0,0,0,B
10681904,Het Voor (Vilvoorde),0,FLANDERS,HOUSE,335000,residential_sale,1951,4,120,HYPER_EQUIPPED,0,0,0,0,214,3,0,TO_BE_DONE_UP,E
10679351,Vilvoorde,RESIDENTIAL,FLANDERS,VILLA,430000,residential_sale,1989,3,132,SEMI_EQUIPPED,0,0,1,1,623,3,0,GOOD,F
10678835,Dilbeek,COUNTRY,FLANDERS,HOUSE,529000,residential_sale,1929,4,315,INSTALLED,0,0,1,0,8002,3,0,TO_RENOVATE,F
10680254,La Roche-en-Ardenne,COUNTRY,WALLONIE,VILLA,398000,residential_sale,1991,3,170,HYPER_EQUIPPED,0,0,1,1,1193,4,0,GOOD,D
10679223,Tielt-Winge,0,FLANDERS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10681910,Budingen,RESIDENTIAL,FLANDERS,HOUSE,335000,residential_sale,0,3,148,0,0,0,0,0,771,4,0,0,0
10674483,Braine-l'Alleud,ISOLATED,WALLONIE,APARTMENT,369000,residential_sale,2023,2,92,HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,A
10675619,Ronse,URBAN,FLANDERS,HOUSE,135000,residential_sale,1918,5,162,INSTALLED,0,0,0,0,60,2,0,GOOD,F
10679036,Deinze,0,FLANDERS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10675704,Uccle,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,B
10676921,SINT-LAMBRECHTS-WOLUWE,0,BRUSSELS,FLAT_STUDIO,199000,residential_sale,2001,0,31,INSTALLED,1,1,1,0,0,4,0,GOOD,E
10677844,Gent,0,FLANDERS,APARTMENT,185000,residential_sale,1963,2,101,SEMI_EQUIPPED,0,1,1,0,0,2,0,TO_RESTORE,F
10679090,Oudenaarde,RESIDENTIAL,FLANDERS,HOUSE,439000,residential_sale,1999,2,161,HYPER_EQUIPPED,0,0,1,1,680,4,0,AS_NEW,C
10677280,Boom,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10676092,Anderlecht,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10677802,Deurne,0,FLANDERS,APARTMENT,245000,residential_sale,1966,2,106,INSTALLED,0,1,1,0,0,3,0,JUST_RENOVATED,B
10679101,Liège,URBAN,WALLONIE,PENTHOUSE,375000,residential_sale,1939,3,214,NOT_INSTALLED,0,0,0,0,0,2,0,TO_BE_DONE_UP,E
10677873,Forest,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10677869,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10676267,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10677124,Jette,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10679053,Gent,URBAN,FLANDERS,HOUSE,785000,residential_sale,1963,4,266,SEMI_EQUIPPED,0,0,1,1,262,2,0,TO_RENOVATE,D
10678401,Zwijnaarde,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10677619,Liege,ISOLATED,WALLONIE,HOUSE,179000,residential_sale,1918,3,137,INSTALLED,0,0,1,1,145,2,0,GOOD,E
10677855,Oudenaarde,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10677868,Uccle,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10678088,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10677867,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10676236,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10681889,Heverlee,0,FLANDERS,HOUSE,325000,residential_sale,0,3,105,SEMI_EQUIPPED,0,0,1,0,0,0,0,TO_BE_DONE_UP,B
9881253,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10681897,Houthulst,0,FLANDERS,HOUSE,335000,residential_sale,1971,4,219,0,0,0,1,0,918,4,0,GOOD,D
10681895,Gistel,RESIDENTIAL,FLANDERS,APARTMENT,220000,residential_sale,0,2,0,0,0,0,0,0,0,2,0,JUST_RENOVATED,B
10676167,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10681886,Tessenderlo,RESIDENTIAL,FLANDERS,HOUSE,365000,residential_sale,0,3,158,0,0,0,0,0,750,4,0,0,0
10681879,Gerpinnes,0,WALLONIE,VILLA,498000,residential_sale,0,4,363,HYPER_EQUIPPED,0,0,1,1,3726,4,0,0,C
10681884,Jemappes,0,WALLONIE,HOUSE,125000,residential_sale,0,2,118,INSTALLED,0,0,1,0,94,2,0,0,E
10681892,Gistel,RESIDENTIAL,FLANDERS,APARTMENT,235000,residential_sale,0,2,0,0,0,0,1,0,0,2,0,JUST_RENOVATED,B
10681875,Astene,0,FLANDERS,VILLA,899000,residential_sale,0,3,200,HYPER_EQUIPPED,0,0,1,1,1547,0,0,AS_NEW,E
10675492,Deinze,0,FLANDERS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10681888,Brasschaat,0,FLANDERS,APARTMENT,285000,residential_sale,0,2,0,INSTALLED,0,0,0,0,0,0,0,GOOD,A
10526815,Tienen,0,FLANDERS,APARTMENT,265000,residential_sale,2012,2,106,INSTALLED,0,0,1,0,0,3,0,GOOD,A
10681869,Ertvelde,FITTED_OUT,FLANDERS,HOUSE,305000,residential_sale,0,3,184,0,0,0,0,0,287,4,0,GOOD,D
10681866,Oostrozebeke,FITTED_OUT,FLANDERS,HOUSE,275000,residential_sale,1979,2,0,0,0,0,0,0,915,3,0,GOOD,C
10681859,Tervuren,0,FLANDERS,HOUSE,425000,residential_sale,1955,1,99,0,0,0,0,0,1027,4,0,TO_RENOVATE,0
10681858,Wavre,RESIDENTIAL,WALLONIE,HOUSE,459500,residential_sale,0,3,175,0,0,0,0,1,3280,4,0,0,0
10681867,Olsene,FITTED_OUT,FLANDERS,HOUSE,355000,residential_sale,2004,2,124,0,0,0,1,0,622,4,0,GOOD,C
10681850,Brugge,URBAN,FLANDERS,APARTMENT,295000,residential_sale,1990,1,85,0,0,0,0,0,0,0,0,GOOD,D
10681852,Waregem,FITTED_OUT,FLANDERS,HOUSE,339000,residential_sale,2008,3,137,0,0,0,1,0,330,3,0,GOOD,B
10681849,Brugge,FITTED_OUT,FLANDERS,APARTMENT,195000,residential_sale,1990,1,58,0,0,0,0,0,0,0,0,GOOD,B
10681872,Pepingen,FITTED_OUT,FLANDERS,HOUSE,339000,residential_sale,0,0,199,0,0,0,1,0,490,3,0,GOOD,0
10224928,St-Gilles,0,BRUSSELS,HOUSE,795000,residential_sale,0,6,300,USA_HYPER_EQUIPPED,0,0,1,0,100,2,0,AS_NEW,0
10681854,Oostkamp,FITTED_OUT,FLANDERS,APARTMENT,299000,residential_sale,2003,3,141,0,0,0,0,0,0,0,0,GOOD,C
10681832,Embourg,0,WALLONIE,PENTHOUSE,399000,residential_sale,2010,3,145,INSTALLED,0,1,1,0,0,3,0,GOOD,B
10681833,Ottignies-Louvain-la-Neuve,0,WALLONIE,EXCEPTIONAL_PROPERTY,1950000,residential_sale,1896,6,400,INSTALLED,1,0,1,0,5128,4,1,AS_NEW,D
10681883,Verviers,RESIDENTIAL,WALLONIE,HOUSE,135000,residential_sale,0,3,0,SEMI_EQUIPPED,0,0,0,1,113,2,0,TO_RENOVATE,F
10677872,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10677649,Uccle,URBAN,BRUSSELS,APARTMENT,315000,residential_sale,1964,2,77,INSTALLED,0,0,1,0,0,2,0,AS_NEW,C
10681830,Embourg,0,WALLONIE,APARTMENT,399000,residential_sale,2010,3,145,INSTALLED,0,1,1,0,0,3,0,GOOD,B
10676212,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10681881,Libramont-Chevigny,RESIDENTIAL,WALLONIE,APARTMENT,245000,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,4,0,AS_NEW,0
10681835,Waterloo,0,WALLONIE,HOUSE,295000,residential_sale,1953,3,120,0,0,0,1,1,324,2,0,TO_RENOVATE,E
10677829,Harelbeke,0,FLANDERS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10675674,Ixelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10676021,Auderghem,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10676318,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10665845,Deinze,URBAN,FLANDERS,APARTMENT,395000,residential_sale,2023,2,99,HYPER_EQUIPPED,0,0,1,1,0,4,0,AS_NEW,A
10677414,Affligem,0,FLANDERS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10681829,Molenbeek-Saint-Jean,0,BRUSSELS,GROUND_FLOOR,299000,residential_sale,0,2,90,INSTALLED,0,0,1,0,0,2,0,AS_NEW,D
10676386,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10676530,Knokke-Heist,URBAN,FLANDERS,APARTMENT,594000,residential_sale,1977,3,78,INSTALLED,1,0,1,0,0,2,0,AS_NEW,B
10675518,Deinze,URBAN,FLANDERS,APARTMENT,245000,residential_sale,2022,1,63,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,A
10479538,Knokke-Heist,URBAN,FLANDERS,APARTMENT,647500,residential_sale,1980,2,74,USA_HYPER_EQUIPPED,0,0,1,0,0,2,0,JUST_RENOVATED,B
10675699,Uccle,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,B
10673143,Arlon,0,WALLONIE,APARTMENT,230000,residential_sale,2011,1,54,INSTALLED,0,1,1,0,0,0,0,GOOD,B
10673142,Aubange,0,WALLONIE,APARTMENT,260000,residential_sale,1993,2,110,INSTALLED,0,1,0,1,0,4,0,GOOD,B
10675517,Deinze,URBAN,FLANDERS,APARTMENT,395000,residential_sale,2022,2,99,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,A
10675516,Deinze,URBAN,FLANDERS,PENTHOUSE,395000,residential_sale,2022,2,85,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,A
10675519,Deinze,URBAN,FLANDERS,APARTMENT,330000,residential_sale,2022,2,96,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,A
10681860,Bekkevoort,0,FLANDERS,HOUSE,220000,residential_sale,1962,3,145,0,0,0,0,0,1954,4,0,TO_RENOVATE,F
10673432,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10673608,Gent,RESIDENTIAL,FLANDERS,APARTMENT,299000,residential_sale,2015,1,76,HYPER_EQUIPPED,0,1,1,0,0,2,0,GOOD,A
10673609,GENTBRUGGE,0,FLANDERS,APARTMENT,299000,residential_sale,2015,1,76,HYPER_EQUIPPED,0,1,1,0,0,2,0,GOOD,A
10673412,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10675515,Deinze,URBAN,FLANDERS,PENTHOUSE,370000,residential_sale,2022,2,82,HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,A
10674195,Braine-l'Alleud,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10681828,Schaerbeek,0,BRUSSELS,APARTMENT,270000,residential_sale,0,2,80,0,0,0,0,0,0,0,0,GOOD,C
10674205,Braine-l'Alleud,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10644058,Tienen,0,FLANDERS,HOUSE,260000,residential_sale,1967,3,153,0,0,0,0,1,550,3,0,TO_BE_DONE_UP,F
10674189,Braine-l'Alleud,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10674254,Chaumont-Gistoux,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10679756,Beauraing,RESIDENTIAL,WALLONIE,APARTMENT,205000,residential_sale,2022,1,70,INSTALLED,0,0,0,0,0,0,0,AS_NEW,0
10673526,Bruxelles,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10631891,Schaerbeek,0,BRUSSELS,HOUSE,775000,residential_sale,1938,5,290,INSTALLED,0,1,0,1,232,3,0,GOOD,G
10681803,Hastière-Lavaux,RESIDENTIAL,WALLONIE,HOUSE,213000,residential_sale,0,3,160,USA_UNINSTALLED,0,0,0,1,796,4,0,0,0
10681792,Dinant,URBAN,WALLONIE,HOUSE,299000,residential_sale,0,5,263,0,1,0,1,0,110,2,0,GOOD,C
10681790,Soumagne,ISOLATED,WALLONIE,APARTMENT_BLOCK,380000,residential_sale,0,6,286,SEMI_EQUIPPED,0,0,1,0,380,2,0,TO_BE_DONE_UP,D
10681802,Libramont-Chevigny,RESIDENTIAL,WALLONIE,HOUSE,235000,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,4,0,AS_NEW,0
10681816,Antwerpen,0,FLANDERS,MANSION,1095000,residential_sale,0,5,263,0,0,0,1,1,134,2,0,GOOD,B
10681826,Libramont-Chevigny,RESIDENTIAL,WALLONIE,APARTMENT,237500,residential_sale,2023,2,0,INSTALLED,0,0,1,0,0,0,0,AS_NEW,0
10681797,Waterloo,0,WALLONIE,VILLA,2200000,residential_sale,1930,5,476,USA_INSTALLED,0,0,1,0,5000,3,0,TO_RENOVATE,C
10681783,Mons,0,WALLONIE,HOUSE,197000,residential_sale,0,3,130,SEMI_EQUIPPED,0,0,0,0,100,2,0,GOOD,D
10681786,Merchtem,RESIDENTIAL,FLANDERS,HOUSE,1690000,residential_sale,2022,5,580,HYPER_EQUIPPED,0,0,1,1,1000,2,1,AS_NEW,A
10681787,Chaudfontaine,ISOLATED,WALLONIE,BUNGALOW,220000,residential_sale,1959,3,84,SEMI_EQUIPPED,0,0,0,1,923,4,0,TO_BE_DONE_UP,G
10681776,Kasterlee,ISOLATED,FLANDERS,HOUSE,310000,residential_sale,1959,3,130,SEMI_EQUIPPED,0,0,0,0,661,4,0,0,F
10681777,Boortmeerbeek,RESIDENTIAL,FLANDERS,HOUSE,325000,residential_sale,1932,3,190,0,0,0,1,0,1395,3,0,TO_RENOVATE,F
10681781,Dessel,URBAN,FLANDERS,HOUSE,285000,residential_sale,1940,2,176,HYPER_EQUIPPED,0,0,1,1,639,4,0,TO_BE_DONE_UP,E
10681775,Braine-le-Chateau,URBAN,WALLONIE,HOUSE,795000,residential_sale,1998,6,292,0,0,0,1,0,12730,4,1,TO_BE_DONE_UP,C
10681772,Zottegem,0,FLANDERS,MIXED_USE_BUILDING,299000,residential_sale,0,0,348,0,0,0,0,0,844,3,0,TO_BE_DONE_UP,0
10681769,Huy,ISOLATED,WALLONIE,HOUSE,289900,residential_sale,2023,3,165,0,0,0,1,1,282,3,0,AS_NEW,0
10681759,Waregem,RESIDENTIAL,FLANDERS,VILLA,779000,residential_sale,1994,4,240,USA_HYPER_EQUIPPED,0,0,1,0,700,4,0,0,B
10681738,GrÃce-hollogne,URBAN,WALLONIE,HOUSE,235000,residential_sale,0,4,155,0,0,0,1,1,426,2,0,GOOD,0
10681740,Saint-Nicolas,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10681737,Eghezée Warêt-la-Chaussée,0,WALLONIE,HOUSE,299000,residential_sale,2023,3,119,NOT_INSTALLED,0,0,0,1,234,2,0,AS_NEW,A
10681736,Eghezée Warêt-la-Chaussée,0,WALLONIE,HOUSE,299000,residential_sale,2023,3,119,NOT_INSTALLED,0,0,0,1,234,2,0,AS_NEW,A
10681760,Clavier,COUNTRY,WALLONIE,FARMHOUSE,269000,residential_sale,1900,5,0,0,0,0,0,0,0,4,0,TO_RESTORE,0
10681789,Soumagne,ISOLATED,WALLONIE,HOUSE,329000,residential_sale,1968,4,210,INSTALLED,0,0,1,0,703,4,0,0,C
10681766,Vilvoorde,ISOLATED,FLANDERS,APARTMENT,220000,residential_sale,0,1,0,INSTALLED,0,0,1,0,0,2,0,GOOD,C
10674085,Braine-l'Alleud,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A+
10681727,Oreye,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
10547696,Frameries La Bouverie,0,WALLONIE,HOUSE,35000,residential_sale,0,1,45,0,0,0,1,0,42,2,0,TO_RENOVATE,F
10673624,Braine-l'Alleud Ophain-Bois-Seigneur-Isaac,ISOLATED,WALLONIE,VILLA,529000,residential_sale,1979,3,165,INSTALLED,0,0,1,1,1200,4,0,TO_BE_DONE_UP,C
10674803,Evere,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10673204,Uccle,ISOLATED,BRUSSELS,APARTMENT,750000,residential_sale,1962,2,197,HYPER_EQUIPPED,0,0,1,0,0,4,0,AS_NEW,E
10674794,BRUXELLES,0,BRUSSELS,HOUSE_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10673282,Genappe,0,WALLONIE,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,A
10671720,Woluwe-Saint-Lambert,ISOLATED,BRUSSELS,FLAT_STUDIO,245000,residential_sale,2025,0,40,USA_HYPER_EQUIPPED,0,0,0,0,0,2,0,AS_NEW,B
10671722,Woluwe-Saint-Lambert,ISOLATED,BRUSSELS,APARTMENT,469000,residential_sale,2025,2,100,USA_HYPER_EQUIPPED,0,0,1,0,0,2,0,AS_NEW,B
10672892,Leuven,URBAN,FLANDERS,APARTMENT,295000,residential_sale,1976,2,81,INSTALLED,0,0,1,0,0,2,0,GOOD,B
10677871,Brussels City,0,BRUSSELS,APARTMENT_GROUP,0,group_sale,0,0,0,0,0,0,0,0,0,0,0,0,0
